Meteor Falls;Meteorfälle;
Mr. Briney: Dewford it is, then!\rAnchors aweigh!\nPeeko, we're setting sail, my darling!;Mr. Brack: Also, auf nach Faustauhaven!\rAnker gelichtet!\nPecko, wir setzen Segel, mein Liebling!;
Mr. Briney: Is that so?\nYour plans can wait?\rYou just go on and tell me whenever\nyou want to set sail!;Mr. Brack: Wirklich?\nDeine Pläne können warten?\rLass dir Zeit. Ein Wort genügt und wir\nsetzen Segel.;
Mr. Briney: Ahoy!\nI know exactly what you want to say!\rYou're to deliver a Letter to Dewford\nand a package to Slateport.\rWhat you need me to do is no problem\nat all--I'm the man for the job!\rFirst, we'll set sail for Dewford.;Mr. Brack: Ahoi! Ich weiß genau,\nwas du jetzt sagen willst!\rDu musst einen Brief in Faustauhaven und ein\nPaket in Graphitport City abgeben!\rNun, ich bin der richtige Mann für\ndiesen Job!\rDann segeln wir zunächst in Richtung\nFaustauhaven.;
Mr. Briney: Ahoy!\nWe've hit land in Dewford.\rI suppose you're off to deliver that\nLetter to, who was it now, Steven!;Mr. Brack: Ahoi! Wir haben in\nFaustauhaven Anker geworfen.\rIch vermute, du wirst diesen Brief\njetzt diesem| Troy bringen?;
Mr. Briney: Have you delivered your\nLetter?\rOr were you meaning to sail back to\nPetalburg?;Mr. Brack: Hast du den Brief überbracht?\rOder meinst du, wir müssen zurück nach\nBlütenburg City segeln?;
Mr. Briney: Then you go on and deliver\nthe Letter. I'll be waiting.;Mr. Brack: Dann bring den Brief zu\nseinem Empfänger. Ich warte hier.;
Mr. Briney: Petalburg, is it?\rAnchors aweigh!\nPeeko, we're setting sail, my darling!;Mr. Brack: Blütenburg City|\nIn Ordnung.\rAnker gelichtet!\nPecko, mein Schatz, wir setzen Segel!;
Mr. Briney: Have you checked out\nthe Gym?\rOr would you like to sail\nback to Petalburg?;Mr. Brack: Warst du schon in der Arena?\rOder meinst du, wir müssen zurück nach\nBlütenburg City segeln?;
My name is Steven.\rI'm interested in rare stones,\nso I travel here and there.\rOh?\nA Letter for me?;Mein Name ist Troy.\rIch sammle seltene Steine, daher gehe\nich immer mal wieder auf Reisen.\rOh?\nEin Brief? Für mich?;
Steven: Okay, thank you.\rYou went through all this trouble to\ndeliver that. I need to thank you.\rLet me see|\nI'll give you this TM.\rIt contains my favorite move,\nSteel Wing.;Troy: Okay, danke schön.\rDu hast all die Beschwerlichkeiten auf\ndich genommen, um ihn mir zu bringen.\rIch muss mich bedanken. Ehrlich.\nIch werde dir diese TM geben.\rSie enthält meine Lieblingsattacke,\nStahlflügel.;
Steven: Your Pokémon appear quite\ncapable.\rIf you keep training, you could even\nbecome the Champion of the Pokémon\nLeague one day. That's what I think.;Troy: Deine Pokémon sehen recht\ntalentiert aus.\rWenn du fleißig trainierst, wirst du vielleicht\neines Tages der Champ der Pokémon Liga.\rDas ist meine Meinung.;
Now, I've got to hurry along.;Nun muss ich mich aber wirklich beeilen.;
Hm? You're [PLAYER]!\nYou saved my darling Peeko!\nWe owe so much to you!\rOh? You're collecting the Badges\nof the Pokémon League?\rI heard that there's a Gym\nin Dewford.\rYou've come to the right man!\nWe'll set sail for Dewford.;Hm? Du bist [PLAYER]!\nDu hast meinen Liebling Pecko gerettet!\rWir verdanken dir sehr viel!\rOh? Du sammelst die Orden der Pokémon-Liga?\rIch habe gehört, dass es in\nFaustauhaven eine Arena geben soll|\rBei mir bist du richtig! Wir setzen\nSegel in Richtung Faustauhaven!;
Mr. Briney: Ahoy!\nI know exactly what you want to say!\rYou want to challenge the\nGym in Dewford!\rWhat you need me to do is no problem\nat all--I'm the man for the job!\rWe'll set sail for Dewford.;Mr. Brack: Ahoi! Ich weiß genau,\nwas du jetzt sagen willst!\rDu möchtest die Arena in Faustauhaven\nherausfordern!\rNun, ich bin der richtige Mann für\ndiesen Job!\rDann segeln in Richtung Faustauhaven.;
Mr. Briney: Ahoy!\nWe've hit land in Dewford.\rGood luck with challenging\nthe Gym!;Mr. Brack: Ahoi! Wir haben in\nFaustauhaven Anker geworfen.\rViel Erfolg in der Arena!;
Mr. Briney: Good luck with\nchallenging the Gym.;Mr. Brack: Viel Erfolg in der Arena!;
Mr. Briney: Slateport, is it?\rAnchors aweigh!\nPeeko, we're setting sail, my darling!;Mr. Brack: Graphitport City|\nIn Ordnung.\rAnker gelichtet!\nPecko, mein Schatz, wir setzen Segel!;
Mr. Briney: Ahoy!\nFor you, I'll go out to sea anytime!;Mr. Brack: Ahoi! Für dich fahre ich\njederzeit wieder raus!;
Mr. Briney: Ahoy!\nWe've hit land in Dewford!\rYou just go on and tell me whenever\nyou want to set sail again!;Mr. Brack: Ahoi! Wir haben in\nFaustauhaven Anker geworfen.\rKomm, wenn wir wieder Segel setzen sollen.;
Mr. Briney: You just tell me whenever\nyou want to set sail again!;Mr. Brack: Sag mir einfach Bescheid,\nwenn wir wieder Segel setzen sollen.;
Mr. Briney's Ship;Mr. Bracks Boot;
Petalburg;Blütenburg;
Slateport;Graphitport;
Cancel;Zurück;
Mr. Briney: Ahoy!\nI know exactly what you want to say!\rYou're to deliver a package to\nCapt. Stern in Slateport.\rWhat you need me to do is no problem\nat all--I'm the man for the job!\rFirst, we'll set sail for Dewford.;Mr. Brack: Ahoi! Ich weiß genau,\nwas du jetzt sagen willst!\rDu musst Kapt. Brigg in Graphitport\nCity ein Paket bringen.\rNun, ich bin der richtige Mann für\ndiesen Job!\rDann segeln wir zunächst in Richtung\nFaustauhaven.;
Now, my friend, where are we bound?;Nun, wo soll es hingehen?;
Mr. Briney: Ahoy!\nFor you, I'll go out to sea anytime!\rI'm the man for the job!\nWe'll set sail for Dewford.;Mr. Brack: Ahoi! Für dich fahre ich\njederzeit wieder raus!\rNun, ich bin der richtige Mann für\ndiesen Job!\rDann segeln in Richtung Faustauhaven.;
Mr. Briney: Ahoy!\nWe've hit land in Slateport!\rYou just go on and tell me whenever\nyou want to set sail again!;Mr. Brack: Ahoi! Wir haben in\nGraphitport City angelegt.\rKomm, wenn wir wieder Segel setzen sollen.;
Hey, you.\nIt gets awfully dark ahead.\nIt'll be tough trying to explore.\rWell, for us Hikers, helping out those\nthat we meet is our motto.\rHere you go, I'll pass this on to you.;Hey, du!\nHier ist es schrecklich dunkel.\nEine Erforschung wird damit schwierig.\rDas Motto unter uns Wanderern heißt:\nJedem aus der Klemme helfen.\rDeshalb bekommst du dies von mir.;
You|\nYou are a Pokémon Trainer, right?\rDo you see that Wailmer on\nthe beach up there?\rPlease!\nIt looks to be in pain|\rCan't you help that poor\nPokémon somehow?;Du|\nDu bist ein Pokémon Trainer, oder?\rSiehst du das Wailmer am\nStrand dort?\rBitte!\nEs scheint schmerzen zu haben|\rKannst du nicht etwas unternehmen\num diesem Pokémon zu helfen?;
Please!\nIt looks to be in pain|\rCan't you help that poor\nPokémon somehow?;Du|\nDu bist ein Pokémon Trainer, oder?\rSiehst du das Wailmer am\nStrand dort?\rBitte!\nEs scheint schmerzen zu haben|\rKannst du nicht etwas unternehmen\num diesem Pokémon zu helfen?;
Thank you! Thank you so much\nfor saving that Wailmer!\rWailmer must be happy, too.\rI know! Let me give you this small\ngift as a token of my gratitude!;Danke! Danke, dass du Wailmer\ngerettet hast.\rWailmer ist bestimmt auch\nglücklich.\rIch weiß! Zum Ausdruck meiner Dankbarkeit\nwerde ich dieses kleine Geschenk überreichen!;
Thank you! Thank you so much\nfor saving that Wailmer!\rWailmer must be happy, too.;Danke! Danke, dass du Wailmer\ngerettet hast.\rWailmer ist bestimmt auch\nglücklich.;
[CRY:320]Hoeeeruuh!\rWailmer seems to be in pain.;[CRY:320]Hoeeeruuh!\rWailmer scheint Schmerzen zu haben.;
Would you like to use a\nPotion on Wailmer?;Möchtest du einen Trank auf\nWailmer anwenden?;
The startled Pokémon attacked!;Das aufgeschreckte Pokémon griff an!;
Wailmer managed to get back\ninto the sea.;Wailmer verschwand im Meer.;
I'm trying to develop a device that\nvisually reproduces the dreams of Pokémon|\rThanks to your help I made some\nprogress, but|;Ich arbeite an einer Vorrichtung, die die\nTräume der Pokémon visualisieren kann|\rDank deiner Hilfe habe ich Fortschritte\ngemacht, aber irgendwie|;
Ah, I see!\nSo that Pokémon was a Munna.\rIndeed| Very interesting|\rCan I see your PokéDex for a\nsecond?\r| | | | | | |\n| | | | | | | |\rThank you!\nThat data looks very promising.\r| | |\rPlease take this Moon Stone\nas a reward!;Ah, so ist das!\nDieses Pokémon war also ein Munna.\rIn der Tat| Sehr faszinierend|\rKann ich kurz deinen PokéDex\nanschauen?\r| | | | | | |\n| | | | | | | |\rDanke!\nDiese Daten sehen vielversprechend aus!\r| | |\rBitte nimm diesen Mondstein\nals Belohnung!;
I'm trying to develop a device that\nvisually reproduces the dreams of Pokémon|\rI heard a rumor that there is a\nPokémon in Petalburg Woods that can\nproject the dreams of Pokémon|\rGetting some data on such a Pokémon\nwould help me a lot|;Ich arbeite an einer Vorrichtung, die die\nTräume der Pokémon visualisieren kann|\rIch habe Gerüchte gehört, dass es\nim Blütenburgwald ein Pokémon geben\nsoll, dass Träume wiedergeben kann|\rEs würde mir bestimmt helfen,\nnformationen über solch ein Pokémon\nin die Hände zu bekommen|;
[CRY:302]Obiiii!;[CRY:302]Obiiii!;
Sableye disappeared into the\ndepths of the cave.;Zobiris verschwand in den\nTiefen der Höhle.;
The other Sableyes continue to observe\ntheir surroundings.;Die anderen Zobiris beobachten\nihre Umgebung.;
The other Sableye disappeared.;Das andere Zobiris verschwand.;
So it was just a Dawn Stone|\rWell, time to go for another treasure hunt.;Doch nur ein Funkelstein|\rNaja, dann ist es wohl Zeit, auf\neine neue Schatzsuche zu gehen|;
So I went on a treasure hunt in Granite Cave|\rAnd I found a sparkling stone\nthat looked very valuable|\rBut just as I wanted to pick it up, I got\nattacked by a group of scary Pokémon|\rI was lucky enough to make it back\nin one piece|;Also ich war auf einer Schatzsuche\nin der Granithöhle|\rUnd ich habe sogar einen wertvoll\naussehenden, funkelnden Stein entdeckt|\rAber als ich ihn einsammeln wollte,\nwurde ich von furchteinflößenden\nPokémon angegriffen|\rIch bin froh, dass ich es heil\nwieder zurück geschafft habe|;
So I went on a treasure hunt in Granite Cave|\rAnd I found a sparkling stone\nthat looked very valuable|\rBut just as I wanted to pick it up, I got\nattacked by a group of scary Pokémon|\r| | |\rWhat? You fought against these\nscary Pokémon?;Also ich war auf einer Schatzsuche\nin der Granithöhle|\rUnd ich habe sogar einen wertvoll\naussehenden, funkelnden Stein entdeckt|\rAber als ich ihn einsammeln wollte,\nwurde ich von furchteinflößenden\nPokémon angegriffen|\r| | |\rWie? Du hast mit diesen\nPokémon gekämpft?;
Indeed, this looks like the stone\nthat I discovered|\rBut looking at it with better lighting, it looks\njust like an ordinary Dawn Stone|\rHere, you can have it, I have\nno need for a Dawn Stone.;In der Tat, das ist der Stein,\nden ich entdeckt habe|\rAber jetzt, wo ich ihn unter\nbesserem Licht sehe, ist es doch\nnur ein gewöhnlicher Funkelstein|\rHier, nimm ihn ruhig, ich habe\nkeine Verwendung für Funkelsteine.;
Dad: Hm| [PLAYER], you have gotten stronger.\rI can tell by the number of Badges\nthat you've earned.;Vater: Hm| [PLAYER], du bist stärker geworden.\rDas sehe ich an der Anzahl der Orden,\ndie du dir verdient hast.;
I'm the Day-Care Man.\rI help take care of the precious\nPokémon of Trainers.\rIf you'd like me to raise your Pokémon,\nhave a word with my wife.;Ich bin der Pensionsleiter.\rIch kümmere mich um die wertvollen\nPokémon der Trainer.\rWenn ich mich auch um deine Pokémon,\nkümmern soll, sprich mit meiner Frau.;
Ah, it's you!\rWe were raising your Pokémon,\nand my goodness, were we surprised!\rYour Pokémon had an Egg!\rWe don't know how it got there,\nbut your Pokémon had it.\rYou do want it, yes?;Ach, du bist es!\rWir haben deine Pokémon aufgezogen\nund wurden überrascht!\rDeine Pokémon haben nun ein Ei!\rWir wissen nicht, wie es passiert ist,\naber deine Pokémon haben es.\rMöchtest du es haben?;
I really will keep it.\nYou do want this, yes?;Ich werde es behalten.\nOder möchtest du es haben?;
Well then, I'll keep it.\nThanks!;Ich werde es behalten.;
Ah, it's you! Good to see you.\nYour %s's doing fine.;Ah, du bist es! Deinem %s\ngeht es hervorragend!;
Ah, it's you! Your %s and\n%s are doing fine.;Ah, du bist es! Deine Pokémon %s\nund %s entwickeln sich prächtig.;
The two prefer to play with other Pokémon more than with each other.;Die beiden spielen aber nicht miteinander.;
The two don't really seem to like each other very much.;Die beiden mögen sich aber nicht sehr.;
The two seem to get along.;Die beiden scheinen sich zu vertragen.;
The two seem to get along very well!;Die beiden scheinen sich sehr zu mögen.;
You have no room for it|\nCome back when you've made room.;Du hast keinen Platz für das Ei|\nKomm wieder, wenn du Platz geschaffen hast.;
[PLAYER] received the Egg from\nthe Day-Care Man.;[PLAYER] erhielt das Ei\nvom Pensionsleiter.;
Take good care of it.;Kümmere dich gut darum.;
My husband was looking for you.;Mein Mann sucht dich schon.;
I'm the Day-Care Lady.\rWe can raise Pokémon for you.\rWould you like us to raise one?;Ich bin die Pensionsleiterin.\rWir können deine Pokémon für dich aufziehen.\rMöchtest du, dass wir eins\ndeiner Pokémon aufziehen?;
Oh, fine, then.\nCome again.;Ok, gut.\nKomm bald wieder.;
Ah, it's you! Good to see you.\nYour Pokémon can only be doing good!;Ach, du bist es! Schön, dich zu sehen. Deinen\nPokémon kann es einfach nur gut gehen!;
We can raise two of your Pokémon.\nWould you like us to raise one more?;Wir können zwei deiner Pokémon nehmen.\nMöchtest du noch eins in Pflege geben?;
Which Pokémon should we raise for you?;Welches Pokémon sollen wir für dich aufziehen?;
Fine.\nCome again.;Gut.\nKomm bald wieder.;
Will you take your Pokémon back?;Möchtest du dein Pokémon wieder mitnehmen?;
Oh? But you have just one Pokémon.\rCome back another time.;Oh? Aber du hast nur ein Pokémon bei dir.\rKomm ein anderes Mal wieder.;
If you leave me that Pokémon,\nwhat will you battle with?\rCome back another time.;Wenn du das Pokémon hier lässt,\nwomit willst du dann kämpfen?\rKomm ein anderes Mal wieder.;
Fine, we'll raise your %s\nfor a while.\rCome back for it later.;Fein, dann nehmen wir dein %s\nfür eine Weile in Pflege.\rSchau später nach ihm.;
Your Pokémon team is full.\nMake room, then come see me.;Dein Pokémon-Team ist vollzählig.\nSchaffe platz und komm dann wieder.;
If you want your %s back,\nit will cost $%i.;Wenn du dein %s mitnehmen\nwillst, kostet das $%i.;
You don't have enough money|;Du hast nicht genügend Geld|;
Perfect!\nHere's your Pokémon.;Sehr schön!\nHier ist dein Pokémon.;
[PLAYER] took back %s from\nthe Day-Care Lady.;[PLAYER] hat %s von der\nPensionsleiterin zurückerhalten.;
Will you take back the other one, too?;Möchtest du das andere auch wieder mitnehmen?;
Huh?;Wie?;
Sorry, you can't walk on the\nCycling Road. It's too dangerous.\rPlease come back with a bike.;Entschuldigung, aber auf dem Radweg\nkannst du nicht zu Fuß gehen.\rKomm bitte mit einem Fahrrad wieder.;
On the Cycling Road, you can go all out\nand cycle as fast as you'd like.\rIt feels great to go that fast, but try\nnot to crash into anyone!;Auf dem Radweg kannst du alles aus\ndir herauslassen und so schnell fahren,\nwie du willst.\rAuch wenn es sich toll anfühlt, so\nschnell zu fahren, achte darauf,\nZusammenstöße zu vermeiden!;
The entrance fee is $50.\nWould you like to enter?;Der Eintritt kostet $50.\nHast du Interesse?;
Oh? I'm sorry, but you don't seem to\nhave enough money.;Ah es tut mir Leid, aber\ndu hast nicht genug Geld.;
Please enjoy yourself.;Viel Vergnügen.;
Welcome to the Oceanic Museum.;Willkommen im Ozeanmuseum.;
The Battle Swap rules are listed.;Die Regeln des Wechselkampfes hängen\nöffentlich aus.;
Basic Rules;Grundregeln;
In a Battle Swap event, you may use\nonly three Pokémon.\rWhether you are renting or swapping,\nyour team may not have two or more\nof the same Pokémon.;In einem Wechselkampf darfst du nur\ndrei Pokémon einsetzen.\rEgal, ob du sie dir ausleihst oder tauscht, du\ndarfst keine zwei gleichen Pokémon in deinem\nTeam haben.;
Swap: Partner;Tausch: Team;
You may swap Pokémon only with\nthe Trainer you have just defeated.\rYou may swap for only those Pokémon\nused by the beaten Trainer.;Du kannst mit dem Trainer Pokémon tauschen,\nden du besiegt hast.\rAllerdings nur die Pokémon, die dieser\nim Kampf eingesetzt hat.\rEin genereller Tausch ist nicht möglich.;
Swap: Number;Tausch: Nr.;
After every battle you win, you may\nswap for one of your defeated\nopponent's Pokémon.\rYou will not be able to swap Pokémon\nwith the third Trainer in the event.;Nach jedem gewonnenen Kampf kannst du eines\ndeiner Pokémon gegen das deines Gegners\ntauschen.\rDu kannst mit dem dritten Trainer\nallerdings keine Pokémon tauschen.;
Pokémon;Kampfpokémon;
The Pokémon of the Slateport\nBattle Tent are all rentals.\rAll rental Pokémon are kept at\nLevel 30.;Die Pokémon im Kampfcamp von Graphitport\nsind alle Leih-Pokémon.\rDiese stehen auf Level 30.;
Cancel;Zurück;
Welcome to the Battle Tent\nSlateport Site!\rI am your guide to the Battle Swap\nTournament.;Willkommen im Kampfcamp von Graphitport.\rIch begleite dich zum Wechselkampf-Turnier.;
Would you like to take the Battle\nSwap challenge?;Möchtest du am Wechselkampf teilnehmen?;
Battle;Zum Kampf;
Details;Infos dazu;
Cancel;Zurück;
Before you begin your challenge,\nI need to save data. Is that okay?;Bevor du dich der Herausforderung stellst,\nspeichere ich dein Spiel. Okay?;
Here at the Slateport Battle Tent,\nwe hold Battle Swap events\nusing rental Pokémon.\rFirst, you will be loaned three\nPokémon specifically for this event.\rUsing the supplied rental Pokémon,\nyou must conduct a Single Battle.\rIf you win, you are permitted to trade\none of your rental Pokémon.\rRepeat this cycle of battling and\ntrading--if you win three times in\na row, you will earn a fine prize.\rIf you want to interrupt your challenge\nyou will be disqualified.;Hier im Kampfcamp von Graphitport halten\nwir Wechselkampf-Turniere ab, die mit\nLeih-Pokémon ausgetragen werden.\rAls Erstes leihst du dir drei Pokémon.\rMit diesen kannst du an einem\nEinzelkampf teilnehmen.\rGewinnst du, darfst du ein Leih-Pokémon\ntauschen.\rWiederhole diese Folge von Siegen und\nTausch. Gewinnst du drei Mal in Folge,\nerhältst du einen Preis.\rBrichst du die Herausforderung ab,\nwirst du disqualifiziert.;
We look forward to your next visit.;Wir freuen uns auf deine nächste\nHerausforderung.;
Please step this way.;Bitte hier entlang.;
Okay, I will hold your Pokémon for\nsafekeeping while you compete.;Wir nehmen deine Pokémon in unsere Obhut.\rDann kannst du dir aus einer Anzahl von\nPokémon ein paar ausleihen.;
Thank you for competing!\nLet us restore your Pokémon!;Vielen Dank für deine Teilnahme! Deine\nPokémon sind gleich wieder topfit.;
The 2nd match is next!\nDo you want to continue?;Der zweite Kampf steht bevor!\nMöchtest du weiterkämpfen?;
The 3rd match is next!\nDo you want to continue?;Der dritte Kampf steht bevor!\nMöchtest du weiterkämpfen?;
The 4th match is next!\nDo you want to continue?;Der vierte Kampf steht bevor!\nMöchtest du weiterkämpfen?;
The 5th match is next!\nDo you want to continue?;Der fünfte Kampf steht bevor!\nMöchtest du weiterkämpfen?;
The 6th match is next!\nDo you want to continue?;Der sechste Kampf steht bevor!\nMöchtest du weiterkämpfen?;
The 7th match is next!\nDo you want to continue?;Der siebte Kampf steht bevor!\nMöchtest du weiterkämpfen?;
Continue;Weiter;
Stop;Schluss;
Before starting the battle, would you\nlike to swap a Pokémon?;Möchtest du vor dem Kampf ein Pokémon tauschen?;
Would you like to retire from your\nBattle Swap challenge?;Möchtest du dich aus dem Wechselkampf\nzurückziehen?;
Thank you!\nYour Pokémon swap is complete.;Vielen Dank! Der Pokémon-Tausch\nwurde durchgeführt.;
Thank you for participating!\rI will return your Pokémon in\nexchange for our rental Pokémon.;Vielen Dank für deine Teilnahme.\rIch gebe dir nun deine Pokémon zurück.;
A Pokémon is peacefully sleeping\ninside the crystal.;Ein Pokémon schläft friedlich\nim Kristall.;
A huge, hollow crystal that shines quietly.;Ein riesiger, hohler Kristall,\nder in friedlichem Glanz erstrahlt.;
[CRY:385](It's soo briiight| | |)\r(Ohh, did you wakey wakey Jirachi?)\r(| | | | |\n| | | | |)\r(Jirachi wanna play!);[CRY:385](Heell! Soo heelll| | |)\r(Ohh, hast du Jirachi wach wach?)\r(| | | | |\n| | | | |)\r(Jirachi spielen!);
[CRY:385](Ohh, you!)\r(| | | | |\n| | | | |)\r(Jirachi wanna play!);[CRY:385]\r(Ohh, du!)\r(| | | | |\n| | | | |)\r(Jirachi spielen!);
[CRY:385](Jirachi wait for you!);[CRY:385](Jirachi warten auf dich!);
A huge crystal that shines in\na bright red light.\rThe crystal's light reflects\nthroughout the whole cave.;Ein riesiger Kristall,\nder in rotem Licht erstrahlt.\rDas Licht des Kristalls wird in\nder ganzen Höhle reflektiert.;
A Red Shard has been placed in the crystal.;Ein Purpurstück wurde in den Kristall gelegt.;
[VAR:10] Red Shards have been placed in the\ncrystal.;[VAR:10] Purpurstücke wurden in den\nKristall gelegt.;
| | | | | | | |\n| | | | | | | |\rThe crystal seems to react slightly to\nthe Red Shard in your bag.;| | | | | | | |\n| | | | | | | |\rDer Kristall scheint auf das\nPurpurstück in deinem Beutel zu reagieren.;
Would you like to put a Red Shard in the\ncrystal?;Möchtest du ein Purpurstück in den Kristall legen?;
The crystal reacted to the Red Shards\nand began to shine in a bright red.\rThe crystal's light reflects\nthroughout the whole cave.;Der Kristall reagierte auf die Purpurstücke\nund begann in rotem Licht zu erstrahlen.\rDas Licht des Kristalls wird in\nder ganzen Höhle reflektiert.;
A huge crystal that shines in\na bright blue light.\rThe crystal's light reflects\nthroughout the whole cave.;Ein riesiger Kristall,\nder in blauem Licht erstrahlt.\rDas Licht des Kristalls wird in\nder ganzen Höhle reflektiert.;
A Blue Shard has been placed in the crystal.;Ein Indigostück wurde in den Kristall gelegt.;
[VAR:11] Blue Shards have been placed in the\ncrystal.;[VAR:11] Indigostücke wurden in den\nKristall gelegt.;
| | | | | | | |\n| | | | | | | |\rThe crystal seems to react slightly to\nthe Blue Shard in your bag.;| | | | | | | |\n| | | | | | | |\rDer Kristall scheint auf das\nIndigostück in deinem Beutel zu reagieren.;
Would you like to put a Blue Shard in the\ncrystal?;Möchtest du ein Indigostück in den Kristall legen?;
The crystal reacted to the Blue Shards\nand began to shine in a bright blue.\rThe crystal's light reflects\nthroughout the whole cave.;Der Kristall reagierte auf die Indigostücke\nund begann in blauem Licht zu erstrahlen.\rDas Licht des Kristalls wird in\nder ganzen Höhle reflektiert.;
A huge crystal that shines in\na bright yellow light.\rThe crystal's light reflects\nthroughout the whole cave.;Ein riesiger Kristall,\nder in gelbem Licht erstrahlt.\rDas Licht des Kristalls wird in\nder ganzen Höhle reflektiert.;
A Yellow Shard has been placed in the crystal.;Ein Gelbstück wurde in den Kristall gelegt.;
[VAR:12] Yellow Shards have been placed in the\ncrystal.;[VAR:12] Gelbstücke wurden in den\nKristall gelegt.;
| | | | | | | |\n| | | | | | | |\rThe crystal seems to react slightly to\nthe Yellow Shard in your bag.;| | | | | | | |\n| | | | | | | |\rDer Kristall scheint auf das\nGelbstück in deinem Beutel zu reagieren.;
Would you like to put a Yellow Shard in the\ncrystal?;Möchtest du ein Gelbstück in den Kristall legen?;
The crystal reacted to the Yellow Shards\nand began to shine in a bright yellow.\rThe crystal's light reflects\nthroughout the whole cave.;Der Kristall reagierte auf die Gelbstücke\nund begann in gelbem Licht zu erstrahlen.\rDas Licht des Kristalls wird in\nder ganzen Höhle reflektiert.;
A huge crystal that shines in\na bright green light.\rThe crystal's light reflects\nthroughout the whole cave.;Ein riesiger Kristall,\nder in grünem Licht erstrahlt.\rDas Licht des Kristalls wird in\nder ganzen Höhle reflektiert.;
A Green Shard has been placed in the crystal.;Ein Grünstück wurde in den Kristall gelegt.;
[VAR:13] Green Shards have been placed in the\ncrystal.;[VAR:13] Grünstücke wurden in den\nKristall gelegt.;
| | | | | | | |\n| | | | | | | |\rThe crystal seems to react slightly to\nthe Green Shard in your bag.;| | | | | | | |\n| | | | | | | |\rDer Kristall scheint auf das\nGrünstück in deinem Beutel zu reagieren.;
Would you like to put a Green Shard in the\ncrystal?;Möchtest du ein Grünstück in den Kristall legen?;
The crystal reacted to the Green Shards\nand began to shine in a bright green.\rThe crystal's light reflects\nthroughout the whole cave.;Der Kristall reagierte auf die Grünstücke\nund begann in grünem Licht zu erstrahlen.\rDas Licht des Kristalls wird in\nder ganzen Höhle reflektiert.;
Although this cave is dark as the night,\nwith all the reflecting ice around,\nusing Flash is probably a bad idea|\rI wonder if there is another way\nto light up this cave.;Auch wenn diese Höhle stockfinster ist,\nbei all dem reflektierenden Eis ist Blitz\neinzusetzen wohl eine schlechte Idee.\rOb es nicht auch einen anderen\nWeg gibt, diese Höhle zu beleuchten|;
For some reason, the cave started\nto sparkle all of the sudden|\rWell, at least the cave\ngot slightly brighter|;Aus irgendeinem Grund funkelt es\nin dieser Höhle auf einmal|\rImmerhin ist es hier jetzt\netwas heller|;
--- Trainer Tips ---\r;--- Tipps für Trainer ---\r;
\n[129][130];\n[131][129];
Route 117\n[475];Route 117\n[475];
There was some Shoal Salt here.\nBut, there's nothing here now|;Hier lag etwas Küstensalz.\nGerade ist jedoch keines da|;
There was a Shoal Shell here.\nBut, there's nothing here now|;Hier lag eine Küstenschale.\nGerade ist jedoch keine da|;
Are you planning on going deep in there?\rHow about bringing me back some\nShoal Salt and Shoal Shells?\rI can make you something good if\nyou bring me the ingredients.;---;
If you bring me four each of the\nShoal Salt and Shoal Shells,\nI can make you a Shell Bell|\rYou can get those ingredients every day.;---;
Oh, hey! Shoal Salt and Shoal Shells!\nAnd enough of them, too!;---;
Would you like me to make you\na Shell Bell with them?;---;
All righty, then! I'll make you\na Shell Bell right away.\r| | | | | | | |\n| | | | | | | |\rThere! Done!;---;
Have a Pokémon hold on to that.\nIt'll love it, that's for certain.\rWhy, the Shell Bell's chime|\nIt's simply sublime!\rYou can get its ingredients every day,\nso I can make you more.;---;
I wanted to make a Shell Bell|;---;
Route 118\n[476] Route 119;Route 118\n[476] Route 119;
Route 118\n[475] Mauville City;Route 118\n[475] Malvenfroh City;
[478] Route 123\n[475] Route 118;[478] Route 123\n[475] Route 118;
Berry Master's House;Haus des Beerenmeisters;
Route 135\n[476] Route 123;Route 135\n[476] Route 123;
Cliffelta City\n[476] Route 135;Klippelta City\n[476] Route 135;
Infinity Cave;Endloshöhle;
New Lilycove City\n[477] Route 136;Neu Seegrasulb City\n[477] Route 136;
Lilycove Ferris Wheel\n[129]Round and round the whole year round.\";Seegrasulb-Riesenrad\n[131]Rund ums Jahr stets in Bewegung.[129];
Route 120\n[475] Fortree City;Route 120\n[475] Baumhausen City;
Route 120\n[478] Route 121;Route 120\n[478] Route 121;
Filled with rare Pokémon!\nSafari-Zone;Randvoll mit seltenen Pokémon!\nSafari-Zone;
Mt. Pyre Pier\n|The sign is old and worn out.\nThe words are barely legible|;Pyroberg-Anleger\n|Das Schild ist verwittert\nund kaum noch lesbar|;
Lilycove City\n[129]Where the land ends and the sea begins.\";Seegrasulb City\n[131]Wo das Land endet und die See beginnt.[129];
Lilycove City Harbor\n[129]Enjoy fast travel across the sea.\";Seegrasulb-Hafen\n[131]Schnelle Reisen zu See.[129];
I'm sorry, the Ferris Wheel is\ncurrently undergoing maintenance.\rPlease come again later.;Es tut mir leid, aber das\nRiesenrad ist gerade außer Betrieb.\rKomme bitte später wieder.;
New Lilycove City Harbor\n[129]Enjoy fast travel across the sea.\";Neu-Seegrasulb-Hafen\n[131]Schnelle Reisen zu See.[129];
Pokémon Contest Hall\n[129]The gathering place for Trainers!\";Pokémon-Wettbewerbshalle\n[131]Der Versammlungsort für Trainer![129];
